Date,Open,High,Low,Close,Adj Close,Volume
2017-03-16,3273.350098,3277.250000,3258.800049,3265.530029,3265.530029,0
2017-03-17,3277.030029,3283.909912,3272.120117,3273.000000,3273.000000,0
2017-03-20,3273.280029,3291.149902,3270.610107,3279.139893,3279.139893,0
2017-03-21,3291.899902,3292.879883,3210.090088,3213.899902,3213.899902,0
2017-03-22,3211.969971,3246.350098,3210.360107,3244.709961,3244.709961,0
2017-03-23,3242.100098,3255.179932,3233.229980,3243.300049,3243.300049,0
2017-03-24,3278.929932,3291.639893,3249.500000,3260.209961,3260.209961,0
2017-03-27,3230.649902,3269.320068,3223.290039,3261.929932,3261.929932,0
2017-03-28,3260.110107,3284.639893,3256.520020,3274.419922,3274.419922,0
2017-03-29,3270.389893,3278.379883,3261.879883,3276.939941,3276.939941,0
2017-03-30,3274.699951,3293.590088,3274.229980,3283.280029,3283.280029,0
2017-03-31,3278.719971,3287.959961,3273.189941,3275.530029,3275.530029,0
2017-04-03,3277.100098,3282.760010,3241.600098,3262.870117,3262.870117,0
2017-04-04,3248.899902,3267.979980,3246.699951,3259.389893,3259.389893,0
2017-04-05,3268.110107,3288.919922,3238.219971,3243.770020,3243.770020,0
2017-04-06,3243.870117,3260.979980,3231.100098,3253.560059,3253.560059,0
2017-04-07,3252.270020,3268.330078,3241.050049,3263.159912,3263.159912,0
2017-04-10,3264.000000,3273.120117,3246.530029,3256.199951,3256.199951,0
2017-04-11,3249.080078,3255.270020,3208.659912,3244.270020,3244.270020,0
2017-04-12,3239.729980,3241.979980,3206.250000,3212.889893,3212.889893,0
2017-04-13,3203.949951,3237.209961,3199.679932,3203.110107,3203.110107,0
2017-04-17,3213.600098,3231.899902,3213.050049,3229.679932,3229.679932,0
2017-04-18,3219.209961,3234.969971,3215.379883,3231.219971,3231.219971,0
2017-04-19,3254.979980,3267.389893,3246.340088,3251.149902,3251.149902,0
2017-04-20,3265.179932,3292.290039,3254.500000,3285.540039,3285.540039,0
2017-04-21,3280.889893,3280.979980,3265.560059,3277.669922,3277.669922,0
2017-04-24,3322.409912,3331.959961,3313.989990,3326.409912,3326.409912,0
2017-04-25,3341.540039,3359.389893,3334.590088,3355.250000,3355.250000,0
2017-04-26,3339.860107,3344.290039,3314.159912,3317.129883,3317.129883,0
2017-04-27,3334.899902,3350.199951,3330.620117,3348.860107,3348.860107,0
2017-04-28,3351.169922,3357.139893,3323.530029,3336.770020,3336.770020,0
2017-05-01,3345.300049,3367.360107,3336.370117,3364.709961,3364.709961,0
2017-05-02,3369.889893,3370.020020,3348.889893,3365.939941,3365.939941,0
2017-05-03,3354.429932,3364.560059,3344.300049,3361.760010,3361.760010,0
2017-05-04,3366.300049,3370.379883,3352.520020,3363.000000,3363.000000,0
2017-05-05,3369.219971,3379.479980,3354.290039,3379.479980,3379.479980,0
2017-05-08,3376.360107,3381.649902,3372.260010,3378.159912,3378.159912,0
2017-05-09,3381.889893,3402.600098,3380.260010,3395.040039,3395.040039,0
2017-05-10,3416.199951,3431.479980,3411.570068,3427.310059,3427.310059,0
2017-05-11,3414.169922,3428.679932,3394.409912,3422.629883,3422.629883,0
2017-05-12,3427.439941,3427.439941,3414.209961,3423.530029,3423.530029,0
2017-05-15,3438.389893,3460.620117,3434.209961,3460.129883,3460.129883,0
2017-05-16,3470.689941,3484.909912,3460.270020,3484.469971,3484.469971,0
2017-05-17,3447.840088,3456.149902,3373.300049,3374.870117,3374.870117,0
2017-05-18,3358.159912,3409.830078,3347.310059,3400.239990,3400.239990,0
2017-05-19,3430.090088,3452.530029,3430.050049,3440.570068,3440.570068,0
2017-05-22,3455.120117,3483.350098,3454.189941,3481.860107,3481.860107,0
2017-05-23,3484.350098,3485.949951,3458.419922,3475.310059,3475.310059,0
2017-05-24,3499.000000,3501.449951,3483.239990,3493.580078,3493.580078,0
2017-05-25,3506.639893,3529.489990,3497.020020,3520.419922,3520.419922,0
2017-05-26,3516.090088,3521.320068,3503.620117,3521.040039,3521.040039,0
2017-05-30,3522.090088,3542.850098,3521.270020,3538.649902,3538.649902,0
2017-05-31,3558.879883,3558.879883,3518.909912,3533.320068,3533.320068,0
2017-06-01,3537.830078,3543.659912,3518.830078,3543.659912,3543.659912,0
2017-06-02,3559.370117,3575.120117,3542.729980,3575.120117,3575.120117,0
2017-06-05,3574.040039,3589.110107,3569.979980,3572.870117,3572.870117,0
2017-06-06,3564.030029,3594.540039,3562.949951,3578.689941,3578.689941,0
2017-06-07,3588.750000,3604.270020,3576.489990,3600.189941,3600.189941,0
2017-06-08,3625.149902,3635.669922,3595.070068,3634.050049,3634.050049,0
2017-06-09,3645.379883,3654.340088,3449.280029,3504.209961,3504.209961,0
2017-06-12,3459.860107,3499.350098,3408.959961,3494.919922,3494.919922,0
2017-06-13,3523.929932,3539.550049,3482.860107,3515.870117,3515.870117,0
2017-06-14,3530.560059,3531.270020,3451.600098,3484.840088,3484.840088,0
2017-06-15,3437.320068,3470.659912,3426.330078,3462.489990,3462.489990,0
2017-06-16,3460.870117,3476.510010,3440.860107,3456.290039,3456.290039,0
2017-06-19,3488.389893,3520.949951,3488.030029,3518.110107,3518.110107,0
2017-06-20,3516.209961,3524.969971,3480.899902,3481.080078,3481.080078,0
2017-06-21,3508.389893,3532.080078,3500.530029,3530.159912,3530.159912,0
2017-06-22,3533.469971,3537.489990,3509.179932,3524.510010,3524.510010,0
2017-06-23,3522.250000,3560.919922,3516.010010,3551.020020,3551.020020,0
2017-06-26,3569.429932,3582.659912,3512.199951,3520.060059,3520.060059,0
2017-06-27,3501.820068,3502.459961,3439.729980,3440.399902,3440.399902,0
2017-06-28,3459.100098,3493.280029,3427.429932,3490.659912,3490.659912,0
2017-06-29,3471.199951,3471.260010,3374.370117,3413.469971,3413.469971,0
2017-06-30,3429.280029,3436.810059,3393.060059,3400.550049,3400.550049,0
2017-07-03,3422.780029,3425.290039,3359.260010,3360.489990,3360.489990,0
2017-07-05,3379.679932,3420.439941,3367.889893,3412.129883,3412.129883,0
2017-07-06,3382.729980,3407.250000,3368.250000,3386.889893,3386.889893,0
2017-07-07,3403.669922,3448.989990,3403.659912,3432.570068,3432.570068,0
2017-07-10,3438.709961,3471.620117,3426.429932,3464.679932,3464.679932,0
2017-07-11,3461.060059,3492.879883,3458.699951,3489.669922,3489.669922,0
2017-07-12,3520.830078,3542.729980,3517.030029,3538.760010,3538.760010,0
2017-07-13,3537.919922,3550.959961,3523.189941,3530.379883,3530.379883,0
2017-07-14,3545.000000,3569.979980,3543.870117,3567.969971,3567.969971,0
2017-07-17,3573.050049,3573.939941,3553.120117,3563.459961,3563.459961,0
2017-07-18,3554.040039,3578.060059,3539.469971,3577.570068,3577.570068,0
2017-07-19,3590.060059,3607.219971,3588.760010,3605.639893,3605.639893,0
2017-07-20,3602.840088,3608.120117,3579.790039,3606.479980,3606.479980,0
2017-07-21,3587.320068,3589.360107,3572.070068,3584.389893,3584.389893,0
2017-07-24,3584.830078,3590.399902,3575.820068,3586.659912,3586.659912,0
2017-07-25,3554.939941,3575.270020,3540.810059,3566.659912,3566.659912,0
2017-07-26,3573.560059,3576.610107,3554.909912,3568.239990,3568.239990,0
2017-07-27,3583.010010,3586.889893,3479.169922,3521.620117,3521.620117,0
2017-07-28,3513.959961,3524.860107,3496.979980,3516.479980,3516.479980,0
2017-07-31,3531.409912,3535.600098,3491.320068,3500.969971,3500.969971,0
2017-08-01,3511.520020,3517.239990,3499.179932,3514.820068,3514.820068,0
2017-08-02,3528.129883,3528.129883,3465.129883,3491.280029,3491.280029,0
2017-08-03,3487.959961,3496.850098,3470.429932,3485.899902,3485.899902,0
2017-08-04,3493.479980,3509.790039,3481.389893,3487.770020,3487.770020,0
2017-08-07,3492.280029,3520.929932,3490.399902,3520.100098,3520.100098,0
2017-08-08,3514.629883,3544.330078,3501.050049,3510.050049,3510.050049,0
2017-08-09,3487.340088,3511.060059,3475.699951,3508.939941,3508.939941,0
2017-08-10,3478.010010,3481.199951,3413.429932,3415.699951,3415.699951,0
2017-08-11,3408.129883,3452.020020,3407.659912,3446.060059,3446.060059,0
2017-08-14,3478.590088,3514.030029,3478.590088,3509.860107,3509.860107,0
2017-08-15,3514.860107,3516.540039,3495.370117,3511.449951,3511.449951,0
2017-08-16,3522.810059,3541.010010,3513.590088,3529.800049,3529.800049,0
2017-08-17,3513.370117,3519.570068,3445.229980,3445.229980,3445.229980,0
2017-08-18,3460.500000,3475.770020,3431.580078,3452.100098,3452.100098,0
2017-08-21,3456.459961,3460.250000,3423.649902,3447.300049,3447.300049,0
2017-08-22,3468.120117,3508.250000,3468.120117,3503.760010,3503.760010,0
2017-08-23,3480.760010,3506.370117,3479.260010,3499.129883,3499.129883,0
2017-08-24,3507.429932,3509.739990,3477.199951,3495.969971,3495.969971,0
2017-08-25,3512.879883,3520.469971,3487.750000,3493.409912,3493.409912,0
2017-08-28,3504.310059,3505.379883,3485.639893,3499.580078,3499.580078,0
2017-08-29,3460.179932,3515.750000,3458.840088,3508.919922,3508.919922,0
2017-08-30,3516.070068,3559.800049,3510.929932,3556.709961,3556.709961,0
2017-08-31,3565.330078,3592.899902,3564.229980,3588.800049,3588.800049,0
2017-09-01,3597.969971,3606.919922,3584.719971,3597.719971,3597.719971,0
2017-09-05,3584.840088,3594.729980,3532.870117,3558.780029,3558.780029,0
2017-09-06,3571.500000,3576.629883,3548.550049,3566.939941,3566.939941,0
2017-09-07,3573.860107,3586.979980,3560.580078,3584.239990,3584.239990,0
2017-09-08,3587.129883,3592.500000,3551.790039,3557.449951,3557.449951,0
2017-09-11,3586.540039,3616.389893,3585.949951,3612.870117,3612.870117,0
2017-09-12,3619.929932,3634.709961,3608.620117,3633.090088,3633.090088,0
2017-09-13,3624.209961,3633.120117,3613.709961,3631.979980,3631.979980,0
2017-09-14,3616.360107,3645.719971,3609.389893,3632.949951,3632.949951,0
2017-09-15,3631.179932,3668.169922,3631.139893,3662.840088,3662.840088,0
2017-09-18,3680.649902,3703.360107,3677.850098,3693.500000,3693.500000,0
2017-09-19,3699.270020,3704.760010,3679.100098,3698.629883,3698.629883,0
2017-09-20,3690.949951,3693.510010,3620.909912,3656.580078,3656.580078,0
2017-09-21,3653.419922,3654.469971,3617.610107,3638.510010,3638.510010,0
2017-09-22,3626.760010,3661.639893,3626.760010,3659.219971,3659.219971,0
2017-09-25,3641.600098,3642.389893,3582.899902,3605.669922,3605.669922,0
2017-09-26,3627.159912,3636.129883,3598.179932,3606.899902,3606.899902,0
2017-09-27,3642.050049,3681.370117,3632.929932,3667.979980,3667.979980,0
2017-09-28,3654.449951,3677.580078,3649.060059,3676.639893,3676.639893,0
2017-09-29,3682.360107,3714.010010,3680.780029,3713.010010,3713.010010,0
2017-10-02,3721.709961,3745.629883,3708.010010,3726.909912,3726.909912,0
2017-10-03,3729.149902,3738.370117,3724.449951,3732.000000,3732.000000,0
2017-10-04,3722.280029,3734.570068,3709.209961,3733.010010,3733.010010,0
2017-10-05,3742.780029,3756.459961,3728.330078,3752.860107,3752.860107,0
2017-10-06,3740.959961,3770.459961,3740.770020,3770.449951,3770.449951,0
2017-10-09,3774.199951,3782.510010,3770.510010,3780.620117,3780.620117,0
2017-10-10,3796.179932,3798.969971,3765.030029,3793.409912,3793.409912,0
2017-10-11,3780.750000,3802.760010,3779.689941,3801.929932,3801.929932,0
2017-10-12,3797.929932,3817.110107,3796.959961,3801.979980,3801.979980,0
2017-10-13,3822.110107,3840.419922,3820.300049,3832.879883,3832.879883,0
2017-10-16,3844.550049,3845.320068,3823.820068,3844.310059,3844.310059,0
2017-10-17,3839.159912,3839.159912,3822.719971,3837.389893,3837.389893,0
2017-10-18,3844.340088,3854.239990,3817.739990,3850.370117,3850.370117,0
2017-10-19,3830.899902,3860.659912,3815.030029,3860.489990,3860.489990,0
2017-10-20,3889.790039,3903.590088,3886.560059,3891.659912,3891.659912,0
2017-10-23,3924.659912,3924.830078,3892.709961,3898.370117,3898.370117,0
2017-10-24,3902.540039,3918.030029,3895.689941,3911.750000,3911.750000,0
2017-10-25,3905.879883,3924.080078,3853.889893,3885.479980,3885.479980,0
2017-10-26,3901.800049,3904.810059,3877.169922,3894.260010,3894.260010,0
2017-10-27,3900.750000,3941.320068,3888.800049,3936.770020,3936.770020,0
2017-10-30,3932.989990,3941.810059,3913.219971,3936.800049,3936.800049,0
2017-10-31,3940.429932,3976.929932,3940.429932,3967.679932,3967.679932,0
2017-11-01,3978.760010,3979.520020,3917.040039,3940.479980,3940.479980,0
2017-11-02,3929.300049,3944.899902,3902.250000,3941.729980,3941.729980,0
2017-11-03,3957.149902,3982.020020,3937.010010,3980.669922,3980.669922,0
2017-11-06,4000.000000,4010.659912,3985.729980,4009.540039,4009.540039,0
2017-11-07,4007.810059,4014.989990,3984.199951,4000.879883,4000.879883,0
2017-11-08,4000.189941,4027.270020,3989.239990,4024.739990,4024.739990,0
2017-11-09,3989.439941,3989.510010,3925.929932,3967.520020,3967.520020,0
2017-11-10,3961.639893,3978.659912,3956.280029,3977.030029,3977.030029,0
2017-11-13,3961.830078,3986.879883,3956.840088,3982.520020,3982.520020,0
2017-11-14,3969.790039,3985.199951,3955.790039,3982.510010,3982.510010,0
2017-11-15,3965.040039,3975.590088,3934.739990,3958.790039,3958.790039,0
2017-11-16,3986.610107,4042.969971,3986.610107,4032.719971,4032.719971,0
2017-11-17,4053.620117,4054.090088,4026.889893,4031.629883,4031.629883,0
2017-11-20,4035.800049,4050.560059,4032.479980,4044.050049,4044.050049,0
2017-11-21,4060.800049,4084.379883,4059.020020,4076.659912,4076.659912,0
2017-11-22,4081.550049,4084.090088,4065.629883,4070.090088,4070.090088,0
2017-11-24,4076.959961,4095.060059,4075.729980,4094.040039,4094.040039,0
2017-11-27,4063.739990,4068.199951,4046.030029,4055.649902,4055.649902,0
2017-11-28,4064.979980,4074.120117,4045.520020,4068.500000,4068.500000,0
2017-11-29,4041.129883,4042.260010,3893.050049,3920.850098,3920.850098,0
2017-11-30,3941.899902,3961.810059,3921.780029,3944.610107,3944.610107,0
2017-12-01,3918.820068,3932.469971,3838.129883,3918.479980,3918.479980,0
2017-12-04,3940.659912,3940.729980,3835.620117,3847.989990,3847.989990,0
2017-12-05,3832.760010,3905.679932,3818.570068,3851.129883,3851.129883,0
2017-12-06,3827.340088,3873.560059,3817.360107,3869.020020,3869.020020,0
2017-12-07,3883.850098,3910.169922,3874.689941,3902.229980,3902.229980,0
2017-12-08,3936.260010,3946.439941,3899.870117,3905.580078,3905.580078,0
2017-12-11,3907.290039,3930.169922,3906.030029,3929.929932,3929.929932,0
2017-12-12,3918.459961,3931.979980,3902.800049,3912.110107,3912.110107,0
2017-12-13,3933.590088,3946.830078,3921.219971,3923.260010,3923.260010,0
2017-12-14,3932.439941,3944.080078,3917.209961,3917.979980,3917.979980,0
2017-12-15,3922.860107,3971.199951,3916.530029,3965.770020,3965.770020,0
2017-12-18,4000.520020,4013.250000,3992.060059,4011.949951,4011.949951,0
2017-12-19,4007.719971,4014.870117,3984.580078,3996.590088,3996.590088,0
2017-12-20,4025.570068,4025.570068,3974.989990,3998.780029,3998.780029,0
2017-12-21,4007.969971,4014.959961,3974.179932,3977.399902,3977.399902,0
2017-12-22,3972.629883,3974.010010,3957.729980,3969.379883,3969.379883,0
2017-12-26,3939.679932,3947.199951,3920.959961,3943.709961,3943.709961,0
2017-12-27,3946.290039,3964.060059,3942.199951,3954.739990,3954.739990,0
2017-12-28,3966.479980,3967.929932,3946.070068,3953.870117,3953.870117,0
2017-12-29,3956.120117,3958.679932,3920.959961,3920.959961,3920.959961,0
2018-01-02,3943.100098,3995.959961,3929.649902,3995.959961,3995.959961,0
2018-01-03,4002.479980,4046.439941,4000.979980,4044.330078,4044.330078,0
2018-01-04,4064.290039,4080.070068,4047.060059,4071.280029,4071.280029,0
2018-01-05,4088.350098,4108.029785,4079.399902,4102.370117,4102.370117,0
2018-01-08,4112.120117,4134.660156,4099.450195,4129.020020,4129.020020,0
2018-01-09,4131.229980,4137.609863,4099.279785,4112.169922,4112.169922,0
2018-01-10,4082.379883,4096.799805,4063.100098,4088.350098,4088.350098,0
2018-01-11,4095.729980,4106.930176,4085.439941,4105.580078,4105.580078,0
2018-01-12,4108.580078,4143.819824,4103.319824,4136.399902,4136.399902,0
2018-01-16,4166.600098,4185.540039,4101.899902,4120.129883,4120.129883,0
2018-01-17,4155.310059,4210.770020,4145.779785,4205.540039,4205.540039,0
2018-01-18,4195.100098,4225.370117,4192.640137,4213.759766,4213.759766,0
2018-01-19,4223.399902,4229.700195,4203.660156,4227.680176,4227.680176,0
2018-01-22,4223.220215,4256.149902,4207.299805,4256.149902,4256.149902,0
2018-01-23,4262.430176,4290.399902,4259.620117,4288.709961,4288.709961,0
2018-01-24,4268.629883,4289.049805,4207.660156,4227.629883,4227.629883,0
2018-01-25,4265.910156,4280.359863,4187.569824,4191.310059,4191.310059,0
2018-01-26,4228.140137,4285.580078,4224.359863,4285.580078,4285.580078,0
2018-01-29,4263.430176,4283.009766,4228.569824,4257.240234,4257.240234,0
2018-01-30,4204.850098,4229.640137,4190.729980,4200.540039,4200.540039,0
2018-01-31,4229.959961,4248.209961,4205.799805,4227.399902,4227.399902,0
2018-02-01,4192.790039,4245.850098,4183.040039,4199.290039,4199.290039,0
2018-02-02,4155.620117,4162.560059,4090.600098,4090.899902,4090.899902,0
2018-02-05,4049.020020,4133.209961,3932.489990,3932.679932,3932.679932,0
2018-02-06,3870.219971,4043.219971,3862.949951,4039.870117,4039.870117,0
2018-02-07,4005.989990,4062.489990,3969.629883,3969.629883,3969.629883,0
2018-02-08,3969.590088,3979.770020,3804.540039,3804.659912,3804.659912,0
2018-02-09,3865.090088,3916.189941,3741.540039,3890.260010,3890.260010,0
2018-02-12,3928.360107,3987.050049,3906.600098,3963.350098,3963.350098,0
2018-02-13,3937.610107,3981.090088,3934.020020,3974.340088,3974.340088,0
2018-02-14,3955.989990,4066.439941,3955.989990,4060.250000,4060.250000,0
2018-02-15,4094.100098,4136.859863,4044.409912,4136.479980,4136.479980,0
2018-02-16,4125.120117,4175.750000,4124.660156,4131.970215,4131.970215,0
2018-02-20,4115.390137,4203.750000,4115.149902,4172.779785,4172.779785,0
2018-02-21,4185.319824,4218.350098,4141.850098,4142.500000,4142.500000,0
2018-02-22,4163.979980,4174.830078,4122.620117,4131.740234,4131.740234,0
2018-02-23,4166.160156,4217.569824,4153.750000,4217.350098,4217.350098,0
2018-02-26,4240.049805,4277.859863,4230.830078,4276.640137,4276.640137,0
2018-02-27,4277.979980,4307.029785,4237.209961,4237.209961,4237.209961,0
2018-02-28,4262.450195,4281.180176,4211.379883,4211.379883,4211.379883,0
2018-03-01,4217.810059,4230.939941,4114.669922,4153.209961,4153.209961,0
2018-03-02,4104.270020,4223.250000,4101.479980,4216.569824,4216.569824,0
2018-03-05,4190.100098,4286.680176,4190.100098,4268.169922,4268.169922,0
2018-03-06,4296.620117,4326.149902,4284.959961,4318.859863,4318.859863,0
2018-03-07,4299.839844,4363.950195,4299.839844,4358.439941,4358.439941,0
2018-03-08,4376.069824,4385.979980,4352.589844,4376.470215,4376.470215,0
2018-03-09,4406.620117,4464.399902,4406.250000,4464.399902,4464.399902,0
2018-03-12,4484.959961,4515.910156,4476.649902,4496.589844,4496.589844,0
2018-03-13,4526.379883,4544.459961,4424.149902,4437.799805,4437.799805,0
2018-03-14,4458.600098,4462.189941,4411.259766,4437.950195,4437.950195,0
2018-03-15,4449.229980,4468.970215,4424.160156,4442.479980,4442.479980,0
2018-03-16,4462.049805,4472.089844,4438.799805,4447.240234,4447.240234,0
2018-03-19,4404.040039,4412.640137,4308.069824,4361.419922,4361.419922,0
2018-03-20,4365.709961,4391.970215,4357.700195,4377.729980,4377.729980,0
2018-03-21,4368.819824,4427.950195,4360.500000,4377.209961,4377.209961,0
2018-03-22,4309.459961,4349.709961,4256.160156,4257.520020,4257.520020,0
2018-03-23,4247.680176,4266.169922,4121.870117,4121.870117,4121.870117,0
2018-03-26,4212.330078,4275.120117,4152.649902,4272.839844,4272.839844,0
2018-03-27,4301.640137,4301.640137,4103.350098,4132.430176,4132.430176,0
2018-03-28,4120.770020,4151.330078,4061.500000,4077.139893,4077.139893,0
2018-03-29,4109.890137,4190.209961,4074.590088,4148.759766,4148.759766,0
2018-04-02,4120.529785,4148.930176,3988.939941,4029.189941,4029.189941,0
2018-04-03,4068.679932,4090.070068,4019.169922,4080.510010,4080.510010,0
2018-04-04,3985.649902,4149.689941,3985.649902,4139.379883,4139.379883,0
2018-04-05,4168.229980,4178.620117,4093.350098,4120.660156,4120.660156,0
2018-04-06,4066.159912,4110.169922,3993.939941,4012.750000,4012.750000,0
2018-04-09,4048.500000,4135.529785,4039.699951,4041.739990,4041.739990,0
2018-04-10,4132.649902,4170.500000,4099.529785,4150.189941,4150.189941,0
2018-04-11,4120.390137,4178.939941,4120.229980,4141.830078,4141.830078,0
2018-04-12,4166.299805,4214.750000,4160.819824,4201.580078,4201.580078,0
2018-04-13,4232.930176,4232.930176,4153.819824,4173.620117,4173.620117,0
2018-04-16,4197.669922,4217.390137,4166.990234,4198.939941,4198.939941,0
2018-04-17,4232.649902,4294.120117,4228.419922,4283.040039,4283.040039,0
2018-04-18,4260.790039,4277.520020,4225.890137,4262.939941,4262.939941,0
2018-04-19,4209.580078,4227.109863,4148.970215,4160.819824,4160.819824,0
2018-04-20,4151.069824,4159.990234,4094.290039,4111.990234,4111.990234,0
2018-04-23,4126.629883,4140.129883,4065.530029,4079.879883,4079.879883,0
2018-04-24,4124.439941,4149.169922,4008.870117,4039.340088,4039.340088,0
2018-04-25,4036.790039,4045.300049,3968.379883,4030.060059,4030.060059,0
2018-04-26,4095.290039,4126.259766,4078.260010,4116.379883,4116.379883,0
2018-04-27,4152.529785,4153.750000,4076.860107,4100.759766,4100.759766,0
2018-04-30,4110.649902,4128.339844,4056.209961,4072.929932,4072.929932,0
2018-05-01,4050.870117,4120.430176,4043.250000,4117.950195,4117.950195,0
2018-05-02,4113.000000,4129.180176,4079.570068,4091.120117,4091.120117,0
2018-05-03,4058.699951,4121.359863,4029.419922,4106.779785,4106.779785,0
2018-05-04,4080.340088,4191.049805,4071.860107,4181.459961,4181.459961,0
2018-05-07,4193.720215,4229.339844,4189.470215,4212.490234,4212.490234,0
2018-05-08,4207.229980,4236.600098,4193.220215,4235.180176,4235.180176,0
2018-05-09,4246.189941,4289.910156,4230.439941,4286.740234,4286.740234,0
2018-05-10,4307.859863,4351.330078,4307.259766,4348.750000,4348.750000,0
2018-05-11,4299.339844,4313.350098,4280.870117,4290.410156,4290.410156,0
2018-05-14,4329.439941,4356.149902,4303.810059,4311.649902,4311.649902,0
2018-05-15,4283.479980,4286.169922,4251.879883,4278.569824,4278.569824,0
2018-05-16,4283.009766,4324.950195,4280.660156,4320.339844,4320.339844,0
2018-05-17,4296.129883,4324.689941,4268.759766,4295.939941,4295.939941,0
2018-05-18,4259.819824,4275.620117,4244.810059,4249.560059,4249.560059,0
2018-05-21,4296.810059,4304.120117,4242.229980,4266.609863,4266.609863,0
2018-05-22,4294.319824,4310.430176,4266.669922,4272.649902,4272.649902,0
2018-05-23,4231.500000,4295.279785,4226.629883,4294.919922,4294.919922,0
2018-05-24,4288.799805,4307.299805,4250.339844,4293.689941,4293.689941,0
2018-05-25,4290.120117,4311.319824,4281.450195,4300.439941,4300.439941,0
2018-05-29,4275.680176,4302.080078,4250.049805,4275.060059,4275.060059,0
2018-05-30,4297.299805,4323.700195,4291.390137,4299.540039,4299.540039,0
2018-05-31,4290.770020,4323.479980,4278.729980,4282.470215,4282.470215,0
2018-06-01,4309.200195,4363.270020,4303.500000,4363.020020,4363.020020,0
2018-06-04,4367.060059,4395.399902,4354.439941,4393.700195,4393.700195,0
